ID,ServiceName,ServiceType,Suburb,Postcode,Size,OverallRating,Long Day Care,Preschool/Kinder - Part of a School,Preschool/Kinder - Standalone,After School Care,Before School Care,Vacation Care,Temporarily Closed,Cost Per Day
3806,Willaura Primary School OSHC,Centre-Based Care,WILLAURA,3379,10,,No,No,No,Yes,No,No,Yes,94
3807,Kindoo,Centre-Based Care,FERNTREE GULLY,3156,43,Working Towards NQS,Yes,No,Yes,No,No,No,No,123
3808,NAHLA FAMILY DAY CARE PTY LTD,Family Day Care,MELTON SOUTH,3338,,,No,No,No,No,No,No,No,195
3809,United Children - Ballarat South West,Centre-Based Care,DELACOMBE,3356,100,Meeting NQS,Yes,No,No,No,No,Yes,No,148
3810,Le Page Primary School OSHC,Centre-Based Care,CHELTENHAM,3192,60,Meeting NQS,No,No,No,Yes,Yes,Yes,No,50
3811,Team Holiday - Huntingdale Primary,Centre-Based Care,OAKLEIGH SOUTH,3167,80,Meeting NQS,No,No,No,Yes,Yes,Yes,No,166
3812,Parkmore CommunityOSH,Centre-Based Care,FOREST HILL,3131,47,Meeting NQS,No,No,No,Yes,Yes,Yes,No,104
3813,Westall Kindergarten,Centre-Based Care,CLAYTON SOUTH,3169,81,Meeting NQS,No,No,Yes,No,No,No,No,84
3814,Schools OUT OSHC (Gisborne),Centre-Based Care,GISBORNE,3437,110,Exceeding NQS,No,No,No,Yes,Yes,Yes,No,187
3815,Village Early Education Eureka,Centre-Based Care,EUREKA,3350,92,Working Towards NQS,Yes,No,Yes,No,No,No,No,159
3816,Trikki Kidz Cobram,Centre-Based Care,COBRAM,3644,110,Meeting NQS,Yes,No,No,No,No,No,No,196
3817,Early Learning Centre Oakleigh South,Centre-Based Care,OAKLEIGH SOUTH,3167,139,Working Towards NQS,Yes,No,No,No,No,No,No,121
3818,Gumnuts OSHC Maffra,Centre-Based Care,MAFFRA,3860,45,Meeting NQS,No,No,No,Yes,Yes,Yes,No,97
3819,Alfred Street Early Learning Centre,Centre-Based Care,NOBLE PARK,3174,66,Meeting NQS,No,Yes,No,No,No,No,No,78
3820,Woodland Early Learning Centre,Centre-Based Care,MOUNT ELIZA,3930,66,Working Towards NQS,No,Yes,No,No,No,No,No,90
3821,Yarrawonga College P-12 OSHC,Centre-Based Care,YARRAWONGA,3730,45,Meeting NQS,No,No,No,Yes,No,Yes,No,51
3822,Chiltern Long Day Care,Centre-Based Care,CHILTERN,3683,36,Meeting NQS,Yes,No,No,No,No,No,No,164
3823,Camp Australia - Thomastown Primary School OSHC,Centre-Based Care,THOMASTOWN,3074,45,Meeting NQS,No,No,No,Yes,Yes,No,No,105
3824,Bass Valley Childcare Centre,Centre-Based Care,CORINELLA,3984,100,Meeting NQS,Yes,No,No,Yes,Yes,Yes,No,86
3825,YMCA Diggers Rest Early Learning Centre,Centre-Based Care,DIGGERS REST,3427,100,Meeting NQS,Yes,No,No,No,No,No,No,182
3826,Camp Australia - Christ the King Primary School OSHC,Centre-Based Care,NEWCOMB,3219,44,Working Towards NQS,No,No,No,Yes,Yes,No,No,173
3827,Journey Early Learning Centre - Wallan,Centre-Based Care,WALLAN,3756,120,Meeting NQS,Yes,No,No,No,No,No,No,113
3828,Mirboo North PS TheirCare,Centre-Based Care,MIRBOO NORTH,3871,40,Meeting NQS,No,No,No,Yes,Yes,No,No,157
3829,Swinburne Holiday Program CommunityOSH,Centre-Based Care,HAWTHORN,3122,40,Meeting NQS,No,No,No,No,No,Yes,No,190
3830,INSPIRE EARLY LEARNING JOURNEY PRESTON,Centre-Based Care,PRESTON,3072,130,Meeting NQS,Yes,No,No,No,No,No,No,132
3831,Kelly Club Lisieux Catholic Primary School,Centre-Based Care,TORQUAY,3228,30,Meeting NQS,No,No,No,Yes,Yes,No,No,194
3832,Livingston Kindergarten,Centre-Based Care,CRANBOURNE EAST,3977,100,Exceeding NQS,No,No,Yes,No,No,No,No,153
3833,Big Childcare - Tarneit Rise PS OSHC,Centre-Based Care,TARNEIT,3029,150,Meeting NQS,No,No,No,Yes,Yes,Yes,No,93
3834,Wollert One Early Education,Centre-Based Care,WOLLERT,3750,135,Working Towards NQS,Yes,No,No,No,No,No,No,197
3835,Chabad Youth Holiday Program - Harrietville,Centre-Based Care,HARRIETVILLE,3741,300,Exceeding NQS,No,No,No,No,No,Yes,No,168
3836,Tarneit North Kindergarten,Centre-Based Care,TARNEIT NORTH,3029,99,Meeting NQS,No,No,Yes,No,No,No,No,127
3837,Wyndham Vale Primary School Kindergarten,Centre-Based Care,WYNDHAM VALE,3024,33,Meeting NQS,No,No,Yes,No,No,No,No,65
3838,Lara Lake PS TheirCare,Centre-Based Care,LARA,3212,80,Meeting NQS,No,No,No,Yes,Yes,Yes,No,173
3839,South Melbourne OSHClub,Centre-Based Care,SOUTHBANK,3006,142,Meeting NQS,No,No,No,Yes,Yes,Yes,No,189
3840,Elysium OSHC - Aldercourt,Centre-Based Care,FRANKSTON NORTH,3201,24,Working Towards NQS,No,No,No,Yes,Yes,Yes,No,174
3841,Elysium OSHC - Australis,Centre-Based Care,SKYE,3977,24,Working Towards NQS,No,No,No,Yes,Yes,No,No,81
3842,Happy Turtle Childcare Centre,Centre-Based Care,MILDURA,3500,70,Working Towards NQS,Yes,No,No,No,No,No,No,141
3843,Rhonda Davis Kindergarten,Centre-Based Care,AVONDALE HEIGHTS,3034,33,Exceeding NQS,No,No,Yes,No,No,No,No,172
3844,Schools OUT OSHC (Newham),Centre-Based Care,NEWHAM,3442,60,Meeting NQS,No,No,No,Yes,Yes,Yes,No,176
3845,Bridgewood PS OSHClub,Centre-Based Care,OFFICER,3809,150,Meeting NQS,No,Yes,No,Yes,Yes,Yes,No,115
3846,Greenwood Scoresby,Centre-Based Care,SCORESBY,3179,90,Meeting NQS,Yes,No,No,No,No,No,No,50
3847,Horsham YMCA OSHC,Centre-Based Care,HORSHAM,3400,45,Meeting NQS,No,No,No,Yes,No,Yes,No,72
3848,Langwarrin Community Centre OSHC - St Jude's,Centre-Based Care,LANGWARRIN,3910,40,Meeting NQS,No,No,No,Yes,No,No,No,157
3849,Buninyong Childcare Centre,Centre-Based Care,BUNINYONG,3357,100,Working Towards NQS,Yes,No,No,Yes,Yes,Yes,No,116
3850,Greenwood Rowville,Centre-Based Care,ROWVILLE,3178,124,Meeting NQS,Yes,No,No,No,No,No,No,74
3851,Cool Frogs Wodonga,Centre-Based Care,WODONGA,3690,86,Meeting NQS,Yes,No,No,No,No,No,No,185
3852,Derinya PS TheirCare,Centre-Based Care,FRANKSTON,3199,97,Meeting NQS,No,No,No,Yes,Yes,No,No,172
3853,Botanic Ridge Interim Kindergarten,Centre-Based Care,DEVON MEADOWS,3977,30,Meeting NQS,No,Yes,No,No,No,No,No,99
3854,Amiga Montessori Cranbourne West,Centre-Based Care,CRANBOURNE WEST,3977,100,Meeting NQS,Yes,No,No,No,No,No,No,118
3855,KingKids Early learning Centre and Kindergarten Mooroolbark,Centre-Based Care,MOOROOLBARK,3138,104,Meeting NQS,Yes,No,No,No,No,No,No,77
3856,Team Holiday - Albert Park Primary,Centre-Based Care,ALBERT PARK,3206,80,Meeting NQS,No,No,No,No,No,Yes,No,108
3857,Sandringham Children’s Centre,Centre-Based Care,SANDRINGHAM,3191,86,Meeting NQS,Yes,No,No,No,No,No,No,187
3858,Nino Early Learning Adventures - Ashburton,Centre-Based Care,ASHBURTON,3147,134,Meeting NQS,Yes,No,No,No,No,No,No,165
3859,Story House Early Learning Epping,Centre-Based Care,EPPING,3076,130,Working Towards NQS,Yes,No,No,No,No,No,No,200
3860,Noriter Bilingual Early Learning,Centre-Based Care,CLAYTON SOUTH,3169,42,Working Towards NQS,Yes,No,No,No,No,No,No,133
3861,Knox Children and Family Centre (Wantirna South),Centre-Based Care,WANTIRNA SOUTH,3152,190,Meeting NQS,Yes,No,No,No,No,No,No,116
3862,Paisley Park Early Learning Centre Bundoora,Centre-Based Care,BUNDOORA,3083,120,Meeting NQS,Yes,No,No,Yes,Yes,Yes,No,97
3863,Youth Leadership Victoria St Richard's,Centre-Based Care,KILSYTH,3137,20,Meeting NQS,No,No,No,Yes,Yes,No,No,116
3864,Marymede Early Learning Centre,Centre-Based Care,SOUTH MORANG,3752,66,Exceeding NQS,Yes,No,Yes,Yes,Yes,Yes,No,199
3865,Knox Children and Family Centre (Bayswater),Centre-Based Care,BAYSWATER,3153,138,Meeting NQS,Yes,No,No,No,No,No,No,182
3866,Greythorn Early Childhood Centre,Centre-Based Care,BALWYN NORTH,3104,91,Meeting NQS,Yes,No,No,No,No,Yes,No,167
3867,Explorers Early Learning - Surrey Hills,Centre-Based Care,SURREY HILLS,3127,112,Meeting NQS,Yes,No,No,No,No,No,No,52
3868,Chairo Christian School Kindergarten,Centre-Based Care,LEONGATHA,3953,22,Meeting NQS,No,Yes,No,No,No,No,No,154
3869,Camp Australia - St Joseph’s Primary School - Warragul OSHC,Centre-Based Care,WARRAGUL,3820,38,Meeting NQS,No,No,No,Yes,Yes,No,No,100
3870,Buninyong Primary School,Centre-Based Care,BUNINYONG,3357,80,Working Towards NQS,No,No,No,Yes,Yes,Yes,No,130
3871,Great Beginnings Curlewis,Centre-Based Care,CURLEWIS,3222,93,Working Towards NQS,Yes,No,No,No,No,No,No,51
3872,The Village Early Learning Centre,Centre-Based Care,SANDRINGHAM,3191,120,Meeting NQS,Yes,No,No,No,No,No,No,123
3873,Kilmore Out of School Hours Care,Centre-Based Care,KILMORE,3764,45,Exceeding NQS,No,No,No,Yes,No,No,No,104
3874,Guardian Childcare & Education Preston West,Centre-Based Care,PRESTON,3072,141,Meeting NQS,Yes,No,No,No,No,No,No,192
3875,Woodlea Early Education,Centre-Based Care,AINTREE,3336,104,,Yes,No,No,No,No,No,No,129
3876,Delacombe Primary School,Centre-Based Care,DELACOMBE,3356,44,,No,No,No,Yes,Yes,Yes,No,50
3877,Truganina Early Learning Centre,Centre-Based Care,TRUGANINA,3029,126,,Yes,No,No,No,No,No,No,69
3878,Elysium OSHC - Baxter,Centre-Based Care,BAXTER,3911,24,Working Towards NQS,No,No,No,Yes,Yes,Yes,No,69
3879,Bridge Kids Early Learning Centre,Centre-Based Care,ELTHAM,3095,92,,Yes,No,No,No,No,No,No,81
3880,YMCA Ballarat - Bacchus Marsh Grammar,Centre-Based Care,MADDINGLEY,3340,180,Meeting NQS,No,No,No,Yes,Yes,Yes,No,135
3881,Broadmeadows Early Learning Centre,Centre-Based Care,BROADMEADOWS,3047,36,Working Towards NQS,Yes,No,No,No,No,No,No,120
3882,KIN OSH Program,Centre-Based Care,YARRA GLEN,3775,30,Meeting NQS,No,No,No,Yes,Yes,Yes,No,148
3883,Yarram Early Learning,Centre-Based Care,YARRAM,3971,30,Meeting NQS,No,No,No,Yes,Yes,Yes,No,112
3884,Nido Early School Montrose,Centre-Based Care,MONTROSE,3765,91,Working Towards NQS,Yes,No,No,Yes,Yes,Yes,No,124
3885,Brighton Grammar Vacation Care OSHCLUB,Centre-Based Care,BRIGHTON,3186,60,Meeting NQS,No,No,No,No,No,Yes,No,67
3886,After The Bell Aus- Wangaratta PS,Centre-Based Care,WANGARATTA,3677,45,Working Towards NQS,No,No,No,Yes,No,Yes,No,73
3887,Brighthouse Early Learning Armstrong Creek,Centre-Based Care,ARMSTRONG CREEK,3217,126,Meeting NQS,Yes,No,No,No,No,No,No,193
3888,Kids House Early Learning Clyde North,Centre-Based Care,CLYDE NORTH,3978,130,Meeting NQS,Yes,No,No,No,No,No,No,65
3889,Journey Early Learning Centre - Burwood,Centre-Based Care,BURWOOD,3125,150,Meeting NQS,Yes,No,No,No,No,No,No,57
3890,Our Lady of Good Counsel OSHC - Extend,Centre-Based Care,DEEPDENE,3103,24,Meeting NQS,No,No,No,Yes,Yes,No,No,192
3891,Little Saints Early Learning Centre - Traralgon,Centre-Based Care,TRARALGON,3844,100,Meeting NQS,Yes,No,No,No,No,Yes,No,87
3892,Nido Early School Bayswater North,Centre-Based Care,BAYSWATER NORTH,3153,99,Meeting NQS,Yes,No,No,Yes,Yes,Yes,No,73
3893,Aspire Early Education Atherstone Estate,Centre-Based Care,STRATHTULLOH,3338,134,,Yes,No,No,No,No,No,No,94
3894,Nido Early School Craigieburn,Centre-Based Care,CRAIGIEBURN,3064,102,Meeting NQS,Yes,No,No,Yes,Yes,Yes,No,183
3895,Warrnambool City Council OSHC After School Care,Centre-Based Care,WARRNAMBOOL,3280,90,Meeting NQS,No,No,No,Yes,No,No,No,74
3896,St Andrews Christian College Outside School Hours Care,Centre-Based Care,WANTIRNA SOUTH,3152,58,Working Towards NQS,No,No,No,Yes,Yes,Yes,No,115
3897,Niño Early Learning Adventures - Elsternwick,Centre-Based Care,ELSTERNWICK,3185,128,,Yes,No,No,No,No,No,No,198
3898,Guardian Childcare & Education Point Cook East,Centre-Based Care,POINT COOK,3030,145,Exceeding NQS,Yes,No,No,No,No,No,No,169
3899,Professor Lynn Corcoran Early Learning Centre: FROEBEL Parkville,Centre-Based Care,PARKVILLE,3052,100,Exceeding NQS,Yes,No,No,No,No,No,No,154
3900,St Helena Early Learning,Centre-Based Care,GREENSBOROUGH,3088,129,Meeting NQS,Yes,No,No,No,No,No,No,110
3901,Guardian Childcare & Education South Melbourne,Centre-Based Care,SOUTH MELBOURNE,3205,84,Meeting NQS,Yes,No,No,No,No,No,No,128
3902,Clyde North Moroak Crescent YMCA Early Learning Centre.,Centre-Based Care,CLYDE NORTH,3978,104,Meeting NQS,Yes,No,No,No,No,No,No,89
3903,Bonshaw Kindergarten,Centre-Based Care,SEBASTOPOL,3356,66,Meeting NQS,No,No,Yes,No,No,No,No,175
3904,TeamKids - Burwood East Primary,Centre-Based Care,BURWOOD EAST,3151,80,Meeting NQS,No,No,No,No,No,Yes,No,198
3905,MakerDojo,Centre-Based Care,HAWTHORN,3122,30,,No,No,No,No,No,Yes,Yes,78
3906,The Hive Fairfield Early Learning Centre,Centre-Based Care,FAIRFIELD,3078,118,,Yes,No,Yes,Yes,Yes,No,No,183
3907,Community OSHC Services Avondale Heights,Centre-Based Care,AVONDALE HEIGHTS,3034,75,Meeting NQS,No,No,No,Yes,Yes,Yes,No,87
3908,Shine Bright Strathfieldsaye Kindergarten,Centre-Based Care,STRATHFIELDSAYE,3551,90,Meeting NQS,No,No,Yes,No,No,No,No,118
3909,Warragul Primary ELC,Centre-Based Care,WARRAGUL,3820,66,,No,Yes,No,No,No,No,No,59
3910,Country  Buddies Wangaratta,Centre-Based Care,WANGARATTA,3677,108,Meeting NQS,Yes,No,No,No,No,No,No,59
3911,"Camp Australia - Sacred Heart Primary School, Mildura OSHC",Centre-Based Care,MILDURA,3500,35,Meeting NQS,No,No,No,Yes,No,No,No,183
3912,Kids on Aspen,Centre-Based Care,CLYDE NORTH,3978,126,,Yes,No,No,No,No,No,No,117
3913,TeamKids - Bayswater South Primary,Centre-Based Care,BAYSWATER,3153,60,Meeting NQS,No,No,No,Yes,Yes,Yes,No,149
3914,Creative Care and Support Services PTY LTD,Centre-Based Care,SUNBURY,3429,30,Meeting NQS,No,No,No,No,No,Yes,No,121
3915,Peach & Plum Early Learning Centre,Centre-Based Care,ALTONA MEADOWS,3028,96,,Yes,No,Yes,No,No,Yes,No,118
3916,Greenwood Point Cook,Centre-Based Care,POINT COOK,3030,92,,Yes,No,No,Yes,Yes,Yes,No,143
3917,CREST Children's Sanctuary (Dandenong),Centre-Based Care,DANDENONG,3175,111,Meeting NQS,Yes,No,No,No,No,No,No,75
3918,Deutsche Schule Melbourne Inc,Centre-Based Care,FITZROY NORTH,3068,30,Working Towards NQS,No,No,No,Yes,Yes,No,No,165
3919,Robinvale Preschool Centre,Centre-Based Care,ROBINVALE,3549,66,Meeting NQS,No,Yes,No,No,No,No,No,90
3920,Jackson School TheirCare,Centre-Based Care,ST ALBANS,3021,75,,No,No,No,Yes,No,Yes,No,172
3921,Kalianna OSHC,Centre-Based Care,NORTH BENDIGO,3550,75,Exceeding NQS,No,No,No,Yes,No,Yes,No,163
3922,Kiewa Valley Kids,Centre-Based Care,TANGAMBALANGA,3691,40,Meeting NQS,Yes,No,Yes,No,No,No,No,134
3923,Prom Coast Centres for Children,Centre-Based Care,FOSTER,3960,30,,No,No,No,No,No,Yes,No,77
3924,TeamKids - Department of Education and Training,Centre-Based Care,EAST MELBOURNE,3002,23,,No,No,No,No,No,Yes,No,82
3925,Younique Early Learning Centre,Centre-Based Care,NARRE WARREN SOUTH,3805,50,Meeting NQS,Yes,No,No,No,No,No,No,100
3926,Happy Hippo Childcare Annadale,Centre-Based Care,MICKLEHAM,3064,106,Meeting NQS,Yes,No,No,Yes,Yes,Yes,No,127
3927,St Mary's Mt Evelyn TheirCare,Centre-Based Care,MOUNT EVELYN,3796,45,Meeting NQS,No,No,No,Yes,Yes,Yes,No,101
3928,St Andrews Beach Kindergarten,Centre-Based Care,ST ANDREWS BEACH,3941,15,Working Towards NQS,No,No,Yes,No,No,No,No,196
3929,Altona Early Years Hub,Centre-Based Care,ALTONA,3018,175,Meeting NQS,Yes,No,Yes,No,No,No,No,175
3930,Nino Early Learning Adventures - Melton,Centre-Based Care,MELTON,3337,128,,Yes,No,No,No,No,No,No,148
3931,Greenwood Officer,Centre-Based Care,OFFICER,3809,130,Meeting NQS,Yes,No,No,Yes,Yes,Yes,No,131
3932,Greenwood Mulgrave,Centre-Based Care,MULGRAVE,3170,165,,Yes,No,No,Yes,Yes,Yes,No,136
3933,CHILDREN AT HOME FAMILY DAY CARE PTY LTD,Family Day Care,CAROLINE SPRINGS,3023,,,No,No,No,No,No,No,No,168
3934,Collard Family Kindergarten,Centre-Based Care,MILL PARK,3082,100,,Yes,No,No,No,No,No,No,67
3935,Kelly Club OSHC Oscar Romero Primary School,Centre-Based Care,CRAIGIEBURN,3064,30,Meeting NQS,No,No,No,Yes,Yes,No,No,50
3936,Aitken Hill Community Centre,Centre-Based Care,CRAIGIEBURN,3064,99,,No,No,Yes,No,No,No,No,79
3937,Origin Early Learning Family Day Care,Family Day Care,HOPPERS CROSSING,3029,,,No,No,No,No,No,No,No,172
3938,Prodigy Early Learning Wyndham Vale,Centre-Based Care,WYNDHAM VALE,3024,106,Meeting NQS,Yes,No,No,No,No,No,No,83
3939,TeamKids - Kerrimuir Primary,Centre-Based Care,BOX HILL NORTH,3129,80,Meeting NQS,No,No,No,No,No,Yes,No,84
3940,TimeOut Educare – Westgarth,Centre-Based Care,NORTHCOTE,3070,130,,Yes,No,No,No,No,No,No,50
3941,MILES OF SMILES FAMILY DAY CARE PTY LTD,Family Day Care,HEIDELBERG WEST,3081,,,No,No,No,No,No,No,No,172
3942,Greenwood Notting Hill,Centre-Based Care,NOTTING HILL,3168,233,Meeting NQS,Yes,No,No,Yes,Yes,Yes,No,196
3943,Minaret Early Learning Centre,Centre-Based Care,SPRINGVALE,3171,60,Meeting NQS,No,Yes,No,No,No,No,No,145
3944,Nino Early Learning Adventures - Lalor,Centre-Based Care,LALOR,3075,99,Meeting NQS,Yes,No,No,No,No,No,No,115
3945,Shine Bright Kunawaa Kindergarten,Centre-Based Care,SWAN HILL,3585,33,Exceeding NQS,No,Yes,No,No,No,No,No,118
3946,Harrietville Bush Kinder,Centre-Based Care,HARRIETVILLE,3741,14,Exceeding NQS,No,Yes,No,No,No,No,No,198
3947,Evolve Early Learning and Kindergarten,Centre-Based Care,GROVEDALE,3216,95,Working Towards NQS,Yes,No,Yes,No,No,No,No,105
3948,Quality Care Family Day Care,Family Day Care,DALLAS,3047,,,No,No,No,No,No,No,No,107
3949,Elements Child Care and Early Learning Centre Warralily,Centre-Based Care,ARMSTRONG CREEK,3217,126,Meeting NQS,Yes,No,No,No,No,No,No,136
3950,East Preston Islamic College Early Learning Centre,Centre-Based Care,EAST PRESTON,3072,88,Working Towards NQS,No,Yes,No,No,No,No,No,121
3951,Papilio Early Learning Essendon,Centre-Based Care,ESSENDON,3040,82,Working Towards NQS,Yes,No,No,No,No,No,No,121
3952,Highton Preschool,Centre-Based Care,HIGHTON,3216,66,Exceeding NQS,No,No,Yes,No,No,No,No,189
3953,Camp Australia - St Ita’s Primary School - Drouin OSHC,Centre-Based Care,DROUIN,3818,50,Meeting NQS,No,No,No,Yes,Yes,No,No,111
3954,Barrymore Early Learning,Centre-Based Care,GREENVALE,3059,109,Meeting NQS,Yes,No,Yes,No,No,No,No,81
3955,Officer School TheirCare,Centre-Based Care,OFFICER,3809,75,Working Towards NQS,No,No,No,Yes,No,Yes,No,85
3956,Knight Street Multi Age Learning,Centre-Based Care,SHEPPARTON EAST,3631,45,Working Towards NQS,No,No,No,No,No,Yes,No,52
3957,Yarrabah PS TheirCare,Centre-Based Care,ASPENDALE,3195,75,Exceeding NQS,No,No,No,Yes,No,Yes,No,68
3958,Guardian Childcare & Education Blackburn South,Centre-Based Care,BLACKBURN,3130,104,Meeting NQS,Yes,No,No,No,No,No,No,52
3959,Goodstart Early Learning Epping,Centre-Based Care,EPPING,3076,122,Meeting NQS,Yes,No,No,No,No,No,No,95
3960,Big Childcare - Hume Anglican Donnybrook OSHC,Centre-Based Care,DONNYBROOK,3064,45,Meeting NQS,No,No,No,Yes,Yes,Yes,No,171
3961,Nino Early Learning Adventures - Saratoga,Centre-Based Care,POINT COOK,3026,125,Meeting NQS,Yes,No,No,No,No,No,No,76
3962,Only About Children Balwyn North,Centre-Based Care,BALWYN NORTH,3104,76,Meeting NQS,Yes,No,No,No,No,No,No,117
3963,Little Royals Early Learning Centre,Centre-Based Care,MELTON WEST,3337,63,,Yes,No,Yes,Yes,Yes,No,No,61
3964,TLC Family Daycare,Family Day Care,CRAIGIEBURN,3064,,,No,No,No,No,No,No,No,107
3965,Wild Cherry Kindergarten,Centre-Based Care,BAIRNSDALE,3875,23,Exceeding NQS,No,Yes,No,Yes,Yes,No,No,172
3966,KIDS HAVEN CHILDCARE,Centre-Based Care,CAMPBELLFIELD,3061,102,,Yes,No,No,No,No,No,No,51
3967,Amiga Montessori Craigieburn,Centre-Based Care,CRAIGIEBURN,3064,142,,Yes,No,No,No,No,No,No,64
3968,Little Assets South Morang Early Learning Centre,Centre-Based Care,SOUTH MORANG,3752,120,,Yes,No,No,No,No,No,No,91
3969,Frankston House Sanctuary of Early Learning,Centre-Based Care,FRANKSTON,3199,78,Meeting NQS,Yes,No,No,No,No,No,No,137
3970,Little Tinkers Family Day Care,Family Day Care,DEER PARK,3023,,,No,No,No,No,No,No,No,180
3971,Children's Montessori Centre,Centre-Based Care,ENDEAVOUR HILLS,3802,28,Meeting NQS,No,No,Yes,No,No,No,No,180
3972,Armstrong Creek East Children's Centre,Centre-Based Care,ARMSTRONG CREEK,3217,191,Meeting NQS,Yes,No,No,No,No,No,No,122
3973,Bright beginnings learning centre wodonga Pty Ltd,Centre-Based Care,WODONGA,3690,84,Meeting NQS,Yes,No,No,Yes,Yes,No,No,138
3974,Wodonga West PS TheirCare,Centre-Based Care,WODONGA,3690,44,Meeting NQS,No,No,No,Yes,Yes,No,No,195
3975,Kool Kidz Rosanna,Centre-Based Care,ROSANNA,3084,130,,Yes,No,No,No,No,No,No,78
3976,Kids House Early Learning Cheltenham,Centre-Based Care,CHELTENHAM,3192,108,Meeting NQS,Yes,No,No,No,No,No,No,170
3977,YMCA Ballarat- Woodlea OSHC,Centre-Based Care,AINTREE,3336,60,,No,No,No,Yes,Yes,Yes,No,168
3978,Kalkallo Interim Preschool,Centre-Based Care,KALKALLO,3064,33,,No,No,Yes,No,No,No,No,119
3979,TeamKids - Casey Grammar,Centre-Based Care,CRANBOURNE EAST,3977,32,Meeting NQS,No,No,No,Yes,Yes,Yes,No,129
3980,SDS OSHC,Centre-Based Care,KANGAROO FLAT,3555,50,Exceeding NQS,No,No,No,Yes,No,Yes,No,200
3981,Kool Kidz Greenvale,Centre-Based Care,GREENVALE,3059,130,,Yes,No,No,No,No,No,No,72
3982,"TRY Beveridge Children, Youth and Families Centre",Centre-Based Care,BEVERIDGE,3753,97,Meeting NQS,No,No,Yes,No,No,No,No,184
3983,Mernda Community Early Learning Centre Pty Ltd,Centre-Based Care,MERNDA,3754,116,,Yes,No,No,No,No,No,No,53
3984,Sth Melb Park PS TheirCare,Centre-Based Care,ALBERT PARK,3206,60,Meeting NQS,No,No,No,Yes,Yes,Yes,No,112
3985,Wyndham Christian College TheirCare,Centre-Based Care,WYNDHAM VALE,3024,51,Meeting NQS,No,No,No,Yes,Yes,No,No,123
3986,BEGINNINGS EARLY LEARNERS,Centre-Based Care,ALFREDTON,3350,130,Working Towards NQS,Yes,No,No,No,No,No,No,138
3987,YARRAMAN OAKS PRIMARY KINDERGARTEN,Centre-Based Care,NOBLE PARK,3174,66,Meeting NQS,No,No,Yes,No,No,No,No,120
3988,TeamKids - Ringwood North Primary,Centre-Based Care,RINGWOOD NORTH,3134,80,Meeting NQS,No,No,No,No,No,Yes,No,79
3989,South East Water Holiday Program CommunityOSH,Centre-Based Care,FRANKSTON,3199,20,Meeting NQS,No,No,No,No,No,Yes,No,78
3990,Kool Kidz Narre Warren,Centre-Based Care,NARRE WARREN,3805,130,Meeting NQS,Yes,No,No,No,No,No,No,52
3991,SALAAR FAMILY DAY CARE PTY LTD,Family Day Care,PASCOE VALE SOUTH,3044,,,No,No,No,No,No,No,No,125
3992,Big Childcare - Glowrey Catholic PS OSHC,Centre-Based Care,WOLLERT,3750,45,Meeting NQS,No,No,No,Yes,Yes,No,No,159
3993,Schools OUT OSHC (Holy Cross),Centre-Based Care,NEW GISBORNE,3438,80,Meeting NQS,No,No,No,Yes,Yes,No,No,141
3994,Surrey Hills PS TheirCare,Centre-Based Care,SURREY HILLS,3127,60,Meeting NQS,No,No,No,Yes,Yes,Yes,No,97
3995,Jenny's ELC - Heathcote,Centre-Based Care,HEATHCOTE,3523,76,Meeting NQS,Yes,No,No,Yes,Yes,Yes,No,59
3996,TeamKids - Templestowe Park Primary,Centre-Based Care,TEMPLESTOWE,3106,80,Meeting NQS,No,No,No,No,No,Yes,No,94
3997,Ballarat Clarendon College OSHC - Extend,Centre-Based Care,BALLARAT CENTRAL,3350,45,,No,No,No,Yes,No,No,No,63
3998,Big Childcare - Holy Trinity Catholic PS OSHC,Centre-Based Care,SUNBURY,3429,45,Meeting NQS,No,No,No,Yes,Yes,No,No,75
